,sid,cond,dimtype,ruletype,counter,ruledir,rulerelation,block,acc,dist_mn,dist_med,avg_dist_med,nsel,mn_nsel,mn_nsel_early,mn_nsel_late
220,267,1,absolute,1D,0,negative,1D-F,4,1.0,0.8222,0.5332,0.7466,4,6.625,9.5,3.75
221,267,1,absolute,1D,0,negative,1D-F,5,1.0,0.514,0.3984,0.7466,4,6.625,9.5,3.75
222,267,1,absolute,1D,0,negative,1D-F,6,1.0,1.0026,1.1256,0.7466,4,6.625,9.5,3.75
223,267,1,absolute,1D,0,negative,1D-F,7,1.0,0.80275,0.9476,0.7466,3,6.625,9.5,3.75
224,268,2,relative,2D,0,comp,2D-P,0,0.625,1.28922755096,1.28501179337,1.05758490899,0,0.0,0.0,0.0
225,268,2,relative,2D,0,comp,2D-P,1,0.53125,1.26978822427,1.39140366621,1.05758490899,0,0.0,0.0,0.0
226,268,2,relative,2D,0,comp,2D-P,2,0.5625,1.00527489265,0.698960389698,1.05758490899,0,0.0,0.0,0.0
227,268,2,relative,2D,0,comp,2D-P,3,0.5625,1.14350897322,1.01332963723,1.05758490899,0,0.0,0.0,0.0
228,268,2,relative,2D,0,comp,2D-P,4,0.59375,1.16789723273,1.10750192284,1.05758490899,0,0.0,0.0,0.0
229,268,2,relative,2D,0,comp,2D-P,5,0.53125,1.04539587073,0.804863479046,1.05758490899,0,0.0,0.0,0.0
230,268,2,relative,2D,0,comp,2D-P,6,0.625,1.33040755994,1.03377707987,1.05758490899,0,0.0,0.0,0.0
231,268,2,relative,2D,0,comp,2D-P,7,0.6875,1.27981846879,1.12583130369,1.05758490899,0,0.0,0.0,0.0
232,269,3,absolute,2D,1,negative,2D-N,0,0.5625,0.716882450973,0.651711319066,0.672077297787,16,15.5,16.0,15.0
233,269,3,absolute,2D,1,negative,2D-N,1,0.46875,0.757614408414,0.651711319066,0.672077297787,16,15.5,16.0,15.0
234,269,3,absolute,2D,1,negative,2D-N,2,0.53125,1.21381233176,1.14049480837,0.672077297787,16,15.5,16.0,15.0
235,269,3,absolute,2D,1,negative,2D-N,3,0.625,0.798346365856,0.586540187159,0.672077297787,16,15.5,16.0,15.0
236,269,3,absolute,2D,1,negative,2D-N,4,0.625,0.680223689275,0.586540187159,0.672077297787,16,15.5,16.0,15.0
237,269,3,absolute,2D,1,negative,2D-N,5,0.71875,0.708736059484,0.651711319066,0.672077297787,16,15.5,16.0,15.0
238,269,3,absolute,2D,1,negative,2D-N,6,0.75,0.762257851563,0.553954621206,0.672077297787,14,15.5,16.0,15.0
239,269,3,absolute,2D,1,negative,2D-N,7,0.78125,0.742014068714,0.553954621206,0.672077297787,14,15.5,16.0,15.0
240,271,2,relative,2D,1,negative,2D-N,0,0.375,1.09563874023,0.815046468407,0.930216078073,15,6.5,9.5,3.5
241,271,2,relative,2D,1,negative,2D-N,1,0.40625,0.934645678445,0.732767914375,0.930216078073,12,6.5,9.5,3.5
242,271,2,relative,2D,1,negative,2D-N,2,0.4375,0.813671764843,0.625235546729,0.930216078073,6,6.5,9.5,3.5
243,271,2,relative,2D,1,negative,2D-N,3,0.4375,1.12196176773,0.877366363293,0.930216078073,5,6.5,9.5,3.5
244,271,2,relative,2D,1,negative,2D-N,4,0.46875,1.39527320216,1.538038713,0.930216078073,7,6.5,9.5,3.5
245,271,2,relative,2D,1,negative,2D-N,5,0.3125,1.24904547495,1.13927284964,0.930216078073,5,6.5,9.5,3.5
246,271,2,relative,2D,1,negative,2D-N,6,0.3125,0.853792742923,0.809343994365,0.930216078073,1,6.5,9.5,3.5
247,271,2,relative,2D,1,negative,2D-N,7,0.46875,1.02176115242,0.904656774778,0.930216078073,1,6.5,9.5,3.5
248,272,3,absolute,2D,0,comp,2D-P,0,0.6875,0.94221163954,0.651711319066,0.724540058972,12,8.0,8.75,7.25
249,272,3,absolute,2D,0,comp,2D-P,1,0.78125,0.875289033463,0.674195359574,0.724540058972,4,8.0,8.75,7.25
250,272,3,absolute,2D,0,comp,2D-P,2,0.90625,0.930440103839,0.723399564163,0.724540058972,9,8.0,8.75,7.25
251,272,3,absolute,2D,0,comp,2D-P,3,0.9375,0.913332681713,0.234290219204,0.724540058972,10,8.0,8.75,7.25
252,272,3,absolute,2D,0,comp,2D-P,4,0.9375,1.01736210102,0.890237661844,0.724540058972,7,8.0,8.75,7.25
253,272,3,absolute,2D,0,comp,2D-P,5,0.96875,1.00428714268,0.533751570315,0.724540058972,8,8.0,8.75,7.25
254,272,3,absolute,2D,0,comp,2D-P,6,0.875,1.21035011538,1.10106627356,0.724540058972,6,8.0,8.75,7.25
255,272,3,absolute,2D,0,comp,2D-P,7,0.875,1.11943638637,0.987668504044,0.724540058972,8,8.0,8.75,7.25
256,273,0,relative,1D,0,positive,1D-F,0,0.6875,0.8298125,0.6615,0.939625,0,0.0,0.0,0.0
257,273,0,relative,1D,0,positive,1D-F,1,0.96875,0.8808125,0.7345,0.939625,0,0.0,0.0,0.0
258,273,0,relative,1D,0,positive,1D-F,2,0.96875,1.054125,0.931,0.939625,0,0.0,0.0,0.0
259,273,0,relative,1D,0,positive,1D-F,3,1.0,0.93825,1.1445,0.939625,0,0.0,0.0,0.0
260,273,0,relative,1D,0,positive,1D-F,4,1.0,1.1698125,1.3285,0.939625,0,0.0,0.0,0.0
261,273,0,relative,1D,0,positive,1D-F,5,0.96875,0.9984375,0.94,0.939625,0,0.0,0.0,0.0
262,273,0,relative,1D,0,positive,1D-F,6,0.9375,1.00975,0.8675,0.939625,0,0.0,0.0,0.0
263,273,0,relative,1D,0,positive,1D-F,7,1.0,0.969875,0.9095,0.939625,0,0.0,0.0,0.0
264,274,1,absolute,1D,1,negative,1D-C,0,1.0,1.02065,1.326,0.99095,14,3.75,7.5,0.0
265,274,1,absolute,1D,1,negative,1D-C,1,1.0,0.6834,0.696,0.99095,13,3.75,7.5,0.0
266,274,1,absolute,1D,1,negative,1D-C,2,1.0,0.9449,0.6556,0.99095,3,3.75,7.5,0.0
267,274,1,absolute,1D,1,negative,1D-C,3,1.0,1.13365,1.3088,0.99095,0,3.75,7.5,0.0
268,274,1,absolute,1D,1,negative,1D-C,4,1.0,1.1344,1.024,0.99095,0,3.75,7.5,0.0
269,274,1,absolute,1D,1,negative,1D-C,5,1.0,1.34255,1.178,0.99095,0,3.75,7.5,0.0
270,274,1,absolute,1D,1,negative,1D-C,6,1.0,0.8935,0.6676,0.99095,0,3.75,7.5,0.0
271,274,1,absolute,1D,1,negative,1D-C,7,1.0,1.10395,1.0716,0.99095,0,3.75,7.5,0.0
272,275,1,absolute,1D,1,positive,1D-C,0,1.0,0.75005,0.4,0.88265,16,6.375,12.25,0.5
273,275,1,absolute,1D,1,positive,1D-C,1,1.0,0.6563,0.1208,0.88265,16,6.375,12.25,0.5
274,275,1,absolute,1D,1,positive,1D-C,2,0.96875,1.07365,1.2404,0.88265,8,6.375,12.25,0.5
275,275,1,absolute,1D,1,positive,1D-C,3,1.0,0.60165,0.4212,0.88265,9,6.375,12.25,0.5
276,275,1,absolute,1D,1,positive,1D-C,4,0.96875,0.95615,1.178,0.88265,2,6.375,12.25,0.5
277,275,1,absolute,1D,1,positive,1D-C,5,1.0,1.05315,1.0056,0.88265,0,6.375,12.25,0.5
278,275,1,absolute,1D,1,positive,1D-C,6,1.0,1.31535,1.4656,0.88265,0,6.375,12.25,0.5
279,275,1,absolute,1D,1,positive,1D-C,7,1.0,1.14155,1.2296,0.88265,0,6.375,12.25,0.5
280,276,1,absolute,1D,0,positive,1D-F,0,0.96875,1.4074,1.2404,0.94325,8,8.5,10.5,6.5
281,276,1,absolute,1D,0,positive,1D-F,1,1.0,0.6401,0.32,0.94325,14,8.5,10.5,6.5
282,276,1,absolute,1D,0,positive,1D-F,2,1.0,0.83025,0.578,0.94325,13,8.5,10.5,6.5
283,276,1,absolute,1D,0,positive,1D-F,3,1.0,1.1471,1.0108,0.94325,7,8.5,10.5,6.5
284,276,1,absolute,1D,0,positive,1D-F,4,1.0,1.036,1.286,0.94325,7,8.5,10.5,6.5
285,276,1,absolute,1D,0,positive,1D-F,5,1.0,1.2116,1.1908,0.94325,7,8.5,10.5,6.5
286,276,1,absolute,1D,0,positive,1D-F,6,1.0,1.04575,1.2536,0.94325,6,8.5,10.5,6.5
287,276,1,absolute,1D,0,positive,1D-F,7,1.0,0.8375,0.6664,0.94325,6,8.5,10.5,6.5
288,277,0,relative,1D,1,negative,1D-C,0,0.75,0.9710625,0.8,0.7713125,14,15.5,15.25,15.75
289,277,0,relative,1D,1,negative,1D-C,1,0.8125,0.696875,0.5,0.7713125,16,15.5,15.25,15.75
290,277,0,relative,1D,1,negative,1D-C,2,0.625,1.17325,1.1,0.7713125,15,15.5,15.25,15.75
291,277,0,relative,1D,1,negative,1D-C,3,0.625,0.73125,0.4,0.7713125,16,15.5,15.25,15.75
292,277,0,relative,1D,1,negative,1D-C,4,0.71875,1.1213125,1.1705,0.7713125,15,15.5,15.25,15.75
293,277,0,relative,1D,1,negative,1D-C,5,0.78125,1.15625,1.0,0.7713125,16,15.5,15.25,15.75
294,277,0,relative,1D,1,negative,1D-C,6,0.78125,0.825,0.6,0.7713125,16,15.5,15.25,15.75
295,277,0,relative,1D,1,negative,1D-C,7,0.84375,0.94375,0.6,0.7713125,16,15.5,15.25,15.75
296,278,3,absolute,2D,0,comp,2D-P,0,0.8125,1.25527746444,1.27702832971,0.788204108453,12,9.75,10.75,8.75
297,278,3,absolute,2D,0,comp,2D-P,1,0.84375,0.699286245358,0.448377387517,0.788204108453,8,9.75,10.75,8.75
298,278,3,absolute,2D,0,comp,2D-P,2,0.78125,1.27083707218,1.36663863608,0.788204108453,14,9.75,10.75,8.75
299,278,3,absolute,2D,0,comp,2D-P,3,0.84375,0.719204172547,0.365610049996,0.788204108453,9,9.75,10.75,8.75
300,278,3,absolute,2D,0,comp,2D-P,4,0.8125,0.936183309838,0.563404435333,0.788204108453,5,9.75,10.75,8.75
301,278,3,absolute,2D,0,comp,2D-P,5,0.8125,1.19707149725,0.945958979624,0.788204108453,10,9.75,10.75,8.75
302,278,3,absolute,2D,0,comp,2D-P,6,0.90625,0.815657447768,0.803560056408,0.788204108453,8,9.75,10.75,8.75
303,278,3,absolute,2D,0,comp,2D-P,7,0.75,0.676150493531,0.535054992953,0.788204108453,12,9.75,10.75,8.75
304,280,0,relative,1D,1,positive,1D-F,0,0.4375,1.1841875,1.2585,0.90825,16,10.75,12.0,9.5
305,280,0,relative,1D,1,positive,1D-F,1,0.65625,0.98275,1.0015,0.90825,15,10.75,12.0,9.5
306,280,0,relative,1D,1,positive,1D-F,2,0.78125,0.797375,0.662,0.90825,6,10.75,12.0,9.5
307,280,0,relative,1D,1,positive,1D-F,3,0.90625,0.732125,0.679,0.90825,11,10.75,12.0,9.5
308,280,0,relative,1D,1,positive,1D-F,4,0.875,1.078375,1.204,0.90825,9,10.75,12.0,9.5
309,280,0,relative,1D,1,positive,1D-F,5,0.9375,0.76975,0.8305,0.90825,10,10.75,12.0,9.5
310,280,0,relative,1D,1,positive,1D-F,6,0.9375,1.0500625,1.014,0.90825,8,10.75,12.0,9.5
311,280,0,relative,1D,1,positive,1D-F,7,0.90625,0.572875,0.6165,0.90825,11,10.75,12.0,9.5
312,281,2,relative,2D,1,positive,2D-N,0,0.28125,1.32888011153,0.855371106274,1.05546684721,16,2.25,4.5,0.0
313,281,2,relative,2D,1,positive,2D-N,1,0.90625,1.2179873574,1.1144263556,1.05546684721,2,2.25,4.5,0.0
314,281,2,relative,2D,1,positive,2D-N,2,0.84375,1.24135731798,1.46064799386,1.05546684721,0,2.25,4.5,0.0
315,281,2,relative,2D,1,positive,2D-N,3,0.84375,1.27816882452,1.46757242662,1.05546684721,0,2.25,4.5,0.0
316,281,2,relative,2D,1,positive,2D-N,4,0.875,1.03392982471,0.814639148832,1.05546684721,0,2.25,4.5,0.0
317,281,2,relative,2D,1,positive,2D-N,5,0.84375,1.17257122485,0.866368734783,1.05546684721,0,2.25,4.5,0.0
318,281,2,relative,2D,1,positive,2D-N,6,0.875,0.991008524555,0.748246058203,1.05546684721,0,2.25,4.5,0.0
319,281,2,relative,2D,1,positive,2D-N,7,0.84375,1.16315195969,1.11646295347,1.05546684721,0,2.25,4.5,0.0
320,282,2,relative,2D,0,comp,2D-P,0,0.875,1.26884120626,1.12656447892,1.01509129439,0,0.0,0.0,0.0
321,282,2,relative,2D,0,comp,2D-P,1,0.90625,1.02016242309,0.907915331374,1.01509129439,0,0.0,0.0,0.0
322,282,2,relative,2D,0,comp,2D-P,2,0.875,1.25365836913,0.877773682867,1.01509129439,0,0.0,0.0,0.0
323,282,2,relative,2D,0,comp,2D-P,3,0.9375,1.2048716671,1.19059511602,1.01509129439,0,0.0,0.0,0.0
324,282,2,relative,2D,0,comp,2D-P,4,0.9375,0.746413120118,0.529433982826,1.01509129439,0,0.0,0.0,0.0
325,282,2,relative,2D,0,comp,2D-P,5,0.84375,1.33182299546,1.35792199719,1.01509129439,0,0.0,0.0,0.0
326,282,2,relative,2D,0,comp,2D-P,6,0.96875,0.917935392904,0.830035828745,1.01509129439,0,0.0,0.0,0.0
327,282,2,relative,2D,0,comp,2D-P,7,0.96875,1.23189732086,1.3004899372,1.01509129439,0,0.0,0.0,0.0
328,283,1,absolute,1D,0,positive,1D-C,0,0.625,0.99475,0.63,0.5775,15,10.0,10.25,9.75
329,283,1,absolute,1D,0,positive,1D-C,1,0.8125,1.07525,1.098,0.5775,3,10.0,10.25,9.75
330,283,1,absolute,1D,0,positive,1D-C,2,0.875,0.512,0.318,0.5775,9,10.0,10.25,9.75
331,283,1,absolute,1D,0,positive,1D-C,3,0.9375,0.958,0.99,0.5775,14,10.0,10.25,9.75
332,283,1,absolute,1D,0,positive,1D-C,4,0.90625,0.80525,0.586,0.5775,3,10.0,10.25,9.75
333,283,1,absolute,1D,0,positive,1D-C,5,0.90625,0.73775,0.498,0.5775,15,10.0,10.25,9.75
334,283,1,absolute,1D,0,positive,1D-C,6,0.96875,0.75975,0.36,0.5775,7,10.0,10.25,9.75
335,283,1,absolute,1D,0,positive,1D-C,7,0.96875,0.16225,0.14,0.5775,14,10.0,10.25,9.75
336,284,0,relative,1D,0,negative,1D-C,0,0.8125,1.0870625,0.886,0.870625,0,0.0,0.0,0.0
337,284,0,relative,1D,0,negative,1D-C,1,0.90625,0.7435,0.7245,0.870625,0,0.0,0.0,0.0
338,284,0,relative,1D,0,negative,1D-C,2,0.96875,0.7774375,0.668,0.870625,0,0.0,0.0,0.0
339,284,0,relative,1D,0,negative,1D-C,3,0.96875,1.170875,1.178,0.870625,0,0.0,0.0,0.0
340,284,0,relative,1D,0,negative,1D-C,4,1.0,1.117375,0.7705,0.870625,0,0.0,0.0,0.0
341,284,0,relative,1D,0,negative,1D-C,5,1.0,1.0265,1.0735,0.870625,0,0.0,0.0,0.0
342,284,0,relative,1D,0,negative,1D-C,6,1.0,1.075,0.964,0.870625,0,0.0,0.0,0.0
343,284,0,relative,1D,0,negative,1D-C,7,1.0,0.87,0.7005,0.870625,0,0.0,0.0,0.0
344,285,2,relative,2D,0,comp,2D-P,0,0.9375,1.24070560666,1.00526470966,0.632913520707,7,5.625,9.0,2.25
345,285,2,relative,2D,0,comp,2D-P,1,0.875,0.584279563521,0.394692667609,0.632913520707,13,5.625,9.0,2.25
346,285,2,relative,2D,0,comp,2D-P,2,0.90625,0.394804680492,0.1811757467,0.632913520707,10,5.625,9.0,2.25
347,285,2,relative,2D,0,comp,2D-P,3,0.90625,0.787022881687,0.369112998336,0.632913520707,6,5.625,9.0,2.25
348,285,2,relative,2D,0,comp,2D-P,4,0.90625,0.847031237988,0.55102192027,0.632913520707,2,5.625,9.0,2.25
349,285,2,relative,2D,0,comp,2D-P,5,0.9375,0.778968137103,0.523079797465,0.632913520707,3,5.625,9.0,2.25
350,285,2,relative,2D,0,comp,2D-P,6,0.9375,0.954828363357,0.78857069607,0.632913520707,2,5.625,9.0,2.25
351,285,2,relative,2D,0,comp,2D-P,7,0.96875,1.36045756154,1.25038962954,0.632913520707,2,5.625,9.0,2.25
352,286,3,absolute,2D,0,comp,2D-P,0,0.53125,0.409926419692,0.357137802848,0.496033777724,16,8.5,13.0,4.0
353,286,3,absolute,2D,0,comp,2D-P,1,0.59375,0.41664719267,0.422308934755,0.496033777724,14,8.5,13.0,4.0
354,286,3,absolute,2D,0,comp,2D-P,2,0.46875,0.413551563905,0.465321881813,0.496033777724,11,8.5,13.0,4.0
355,286,3,absolute,2D,0,comp,2D-P,3,0.65625,0.572284002055,0.52332418921,0.496033777724,11,8.5,13.0,4.0
356,286,3,absolute,2D,0,comp,2D-P,4,0.75,0.80767398411,0.626946288941,0.496033777724,4,8.5,13.0,4.0
357,286,3,absolute,2D,0,comp,2D-P,5,0.75,0.687840565317,0.445444686582,0.496033777724,4,8.5,13.0,4.0
358,286,3,absolute,2D,0,comp,2D-P,6,0.8125,0.851745962062,0.771300346115,0.496033777724,1,8.5,13.0,4.0
359,286,3,absolute,2D,0,comp,2D-P,7,0.71875,0.602710774264,0.356486091529,0.496033777724,7,8.5,13.0,4.0
360,287,1,absolute,1D,1,negative,1D-C,0,0.9375,0.9771,0.934,0.8892,16,13.125,14.0,12.25
361,287,1,absolute,1D,1,negative,1D-C,1,0.84375,0.9884,1.04,0.8892,16,13.125,14.0,12.25
362,287,1,absolute,1D,1,negative,1D-C,2,0.90625,0.8694,0.766,0.8892,12,13.125,14.0,12.25
363,287,1,absolute,1D,1,negative,1D-C,3,1.0,0.89695,0.748,0.8892,12,13.125,14.0,12.25
364,287,1,absolute,1D,1,negative,1D-C,4,1.0,0.85585,0.6572,0.8892,12,13.125,14.0,12.25
365,287,1,absolute,1D,1,negative,1D-C,5,1.0,0.83155,0.8404,0.8892,15,13.125,14.0,12.25
366,287,1,absolute,1D,1,negative,1D-C,6,1.0,0.90515,1.1956,0.8892,10,13.125,14.0,12.25
367,287,1,absolute,1D,1,negative,1D-C,7,1.0,0.88655,0.9324,0.8892,12,13.125,14.0,12.25
368,288,0,relative,1D,1,positive,1D-F,0,0.8125,1.1054375,1.17,0.6868125,1,4.75,7.0,2.5
369,288,0,relative,1D,1,positive,1D-F,1,0.84375,0.821625,0.742,0.6868125,3,4.75,7.0,2.5
370,288,0,relative,1D,1,positive,1D-F,2,1.0,0.5181875,0.254,0.6868125,12,4.75,7.0,2.5
371,288,0,relative,1D,1,positive,1D-F,3,1.0,0.162,0.035,0.6868125,12,4.75,7.0,2.5
372,288,0,relative,1D,1,positive,1D-F,4,1.0,0.7253125,0.4925,0.6868125,8,4.75,7.0,2.5
373,288,0,relative,1D,1,positive,1D-F,5,1.0,0.96575,0.917,0.6868125,0,4.75,7.0,2.5
374,288,0,relative,1D,1,positive,1D-F,6,1.0,1.1756875,1.258,0.6868125,0,4.75,7.0,2.5
375,288,0,relative,1D,1,positive,1D-F,7,1.0,0.83825,0.626,0.6868125,2,4.75,7.0,2.5
376,289,0,relative,1D,1,negative,1D-F,0,0.875,1.165,1.03,0.731625,11,6.75,9.5,4.0
377,289,0,relative,1D,1,negative,1D-F,1,1.0,1.010625,0.536,0.731625,13,6.75,9.5,4.0
378,289,0,relative,1D,1,negative,1D-F,2,1.0,0.9325,0.6205,0.731625,8,6.75,9.5,4.0
379,289,0,relative,1D,1,negative,1D-F,3,0.9375,1.018625,0.813,0.731625,6,6.75,9.5,4.0
380,289,0,relative,1D,1,negative,1D-F,4,1.0,0.7495,0.661,0.731625,4,6.75,9.5,4.0
381,289,0,relative,1D,1,negative,1D-F,5,1.0,0.7869375,0.515,0.731625,4,6.75,9.5,4.0
382,289,0,relative,1D,1,negative,1D-F,6,0.84375,0.84,0.5765,0.731625,4,6.75,9.5,4.0
383,289,0,relative,1D,1,negative,1D-F,7,1.0,1.0620625,1.101,0.731625,4,6.75,9.5,4.0
384,290,2,relative,2D,1,positive,2D-N,0,0.84375,1.34715857743,0.697331111401,0.600338137743,10,4.75,9.5,0.0
385,290,2,relative,2D,1,positive,2D-N,1,0.9375,0.300449101079,0.0407319574416,0.600338137743,15,4.75,9.5,0.0
386,290,2,relative,2D,1,positive,2D-N,2,1.0,0.533232237858,0.354368029742,0.600338137743,12,4.75,9.5,0.0
387,290,2,relative,2D,1,positive,2D-N,3,1.0,0.874973360793,0.577579156522,0.600338137743,1,4.75,9.5,0.0
388,290,2,relative,2D,1,positive,2D-N,4,1.0,0.903536645949,0.714438533526,0.600338137743,0,4.75,9.5,0.0
389,290,2,relative,2D,1,positive,2D-N,5,1.0,1.04777869024,0.782053582879,0.600338137743,0,4.75,9.5,0.0
390,290,2,relative,2D,1,positive,2D-N,6,1.0,0.990295715299,0.809343994365,0.600338137743,0,4.75,9.5,0.0
391,290,2,relative,2D,1,positive,2D-N,7,1.0,0.891673463344,0.826858736065,0.600338137743,0,4.75,9.5,0.0
392,291,1,absolute,1D,1,positive,1D-C,0,0.65625,1.09475,0.99,0.92575,12,6.5,7.0,6.0
393,291,1,absolute,1D,1,positive,1D-C,1,0.84375,1.52125,1.776,0.92575,5,6.5,7.0,6.0
394,291,1,absolute,1D,1,positive,1D-C,2,0.84375,1.2065,1.234,0.92575,5,6.5,7.0,6.0
395,291,1,absolute,1D,1,positive,1D-C,3,0.90625,0.94425,0.796,0.92575,6,6.5,7.0,6.0
396,291,1,absolute,1D,1,positive,1D-C,4,0.9375,1.1065,0.758,0.92575,5,6.5,7.0,6.0
397,291,1,absolute,1D,1,positive,1D-C,5,0.96875,0.75875,0.404,0.92575,6,6.5,7.0,6.0
398,291,1,absolute,1D,1,positive,1D-C,6,1.0,0.8205,0.598,0.92575,7,6.5,7.0,6.0
399,291,1,absolute,1D,1,positive,1D-C,7,1.0,0.9695,0.85,0.92575,6,6.5,7.0,6.0
400,292,2,relative,2D,1,negative,2D-N,0,0.75,1.03800302045,0.915247083713,1.0166187428,0,0.0,0.0,0.0
401,292,2,relative,2D,1,negative,2D-N,1,0.65625,0.942741154986,0.811787911812,1.0166187428,0,0.0,0.0,0.0
402,292,2,relative,2D,1,negative,2D-N,2,0.75,1.05785984971,0.978788937322,1.0166187428,0,0.0,0.0,0.0
403,292,2,relative,2D,1,negative,2D-N,3,0.65625,1.19655216479,1.22888315601,1.0166187428,0,0.0,0.0,0.0
404,292,2,relative,2D,1,negative,2D-N,4,0.75,1.31823888765,1.0810261505,1.0166187428,0,0.0,0.0,0.0
405,292,2,relative,2D,1,negative,2D-N,5,0.40625,1.04115974715,0.976345019876,1.0166187428,0,0.0,0.0,0.0
406,292,2,relative,2D,1,negative,2D-N,6,0.5625,1.22710113288,1.15760223049,1.0166187428,0,0.0,0.0,0.0
407,292,2,relative,2D,1,negative,2D-N,7,0.875,1.14186951193,0.983269452641,1.0166187428,0,0.0,0.0,0.0
408,293,3,absolute,2D,1,positive,2D-N,0,0.875,0.676435617233,0.519739776955,0.408337873352,16,16.0,16.0,16.0
409,293,3,absolute,2D,1,positive,2D-N,1,0.75,0.700834059741,0.612608639922,0.408337873352,16,16.0,16.0,16.0
410,293,3,absolute,2D,1,positive,2D-N,2,0.875,0.438275862072,0.39102679144,0.408337873352,16,16.0,16.0,16.0
411,293,3,absolute,2D,1,positive,2D-N,3,0.875,0.560064414822,0.374734008463,0.408337873352,16,16.0,16.0,16.0
412,293,3,absolute,2D,1,positive,2D-N,4,0.78125,0.323819061661,0.325855659533,0.408337873352,16,16.0,16.0,16.0
413,293,3,absolute,2D,1,positive,2D-N,5,0.90625,0.468417510579,0.39102679144,0.408337873352,16,16.0,16.0,16.0
414,293,3,absolute,2D,1,positive,2D-N,6,0.875,0.281050506347,0.325855659533,0.408337873352,16,16.0,16.0,16.0
415,293,3,absolute,2D,1,positive,2D-N,7,0.8125,0.505076272276,0.325855659533,0.408337873352,16,16.0,16.0,16.0
416,294,3,absolute,2D,1,positive,2D-N,0,0.78125,2.34208755289,3.25855659533,1.60602034997,16,5.5,7.75,3.25
417,294,3,absolute,2D,1,positive,2D-N,1,0.75,1.92438132933,2.00466401745,1.60602034997,7,5.5,7.75,3.25
418,294,3,absolute,2D,1,positive,2D-N,2,0.875,1.27499173184,0.952476092815,1.60602034997,8,5.5,7.75,3.25
419,294,3,absolute,2D,1,positive,2D-N,3,0.8125,1.37482575953,1.52044250738,1.60602034997,0,5.5,7.75,3.25
420,294,3,absolute,2D,1,positive,2D-N,4,0.71875,1.49449625049,1.55237636202,1.60602034997,5,5.5,7.75,3.25
421,294,3,absolute,2D,1,positive,2D-N,5,0.9375,1.02905217281,1.14636021024,1.60602034997,0,5.5,7.75,3.25
422,294,3,absolute,2D,1,positive,2D-N,6,0.84375,1.46313264326,1.71497833612,1.60602034997,0,5.5,7.75,3.25
423,294,3,absolute,2D,1,positive,2D-N,7,0.84375,0.920134918606,0.698308678379,1.60602034997,8,5.5,7.75,3.25
424,295,1,absolute,1D,0,negative,1D-C,0,0.5625,0.886,0.798,0.64225,0,5.125,7.25,3.0
425,295,1,absolute,1D,0,negative,1D-C,1,0.78125,0.99475,1.134,0.64225,13,5.125,7.25,3.0
426,295,1,absolute,1D,0,negative,1D-C,2,1.0,0.4075,0.206,0.64225,10,5.125,7.25,3.0
427,295,1,absolute,1D,0,negative,1D-C,3,1.0,0.505,0.296,0.64225,6,5.125,7.25,3.0
428,295,1,absolute,1D,0,negative,1D-C,4,1.0,1.027,0.958,0.64225,2,5.125,7.25,3.0
429,295,1,absolute,1D,0,negative,1D-C,5,1.0,1.002,1.026,0.64225,3,5.125,7.25,3.0
430,295,1,absolute,1D,0,negative,1D-C,6,1.0,0.64275,0.242,0.64225,2,5.125,7.25,3.0
431,295,1,absolute,1D,0,negative,1D-C,7,1.0,0.67025,0.478,0.64225,5,5.125,7.25,3.0
432,296,2,relative,2D,0,comp,2D-P,0,0.90625,1.2766515591,1.14049480837,1.03421494841,10,3.75,7.25,0.25
433,296,2,relative,2D,0,comp,2D-P,1,1.0,1.00815667864,0.716475131398,1.03421494841,8,3.75,7.25,0.25
434,296,2,relative,2D,0,comp,2D-P,2,0.96875,1.0024542046,0.981558710428,1.03421494841,3,3.75,7.25,0.25
435,296,2,relative,2D,0,comp,2D-P,3,0.9375,0.666894156202,0.0969420587111,1.03421494841,8,3.75,7.25,0.25
436,296,2,relative,2D,0,comp,2D-P,4,1.0,1.21914821819,1.08827643893,1.03421494841,0,3.75,7.25,0.25
437,296,2,relative,2D,0,comp,2D-P,5,0.96875,1.16272427414,0.909544609671,1.03421494841,1,3.75,7.25,0.25
438,296,2,relative,2D,0,comp,2D-P,6,1.0,1.38440795252,1.4647211896,1.03421494841,0,3.75,7.25,0.25
439,296,2,relative,2D,0,comp,2D-P,7,0.96875,1.73886762916,1.87570664019,1.03421494841,0,3.75,7.25,0.25
440,297,0,relative,1D,0,positive,1D-F,0,0.75,1.1136875,0.904,1.0030625,16,8.625,13.5,3.75
441,297,0,relative,1D,0,positive,1D-F,1,0.78125,1.1048125,1.05,1.0030625,13,8.625,13.5,3.75
442,297,0,relative,1D,0,positive,1D-F,2,0.78125,1.1795,0.95,1.0030625,13,8.625,13.5,3.75
443,297,0,relative,1D,0,positive,1D-F,3,0.8125,1.0605,1.1,1.0030625,12,8.625,13.5,3.75
444,297,0,relative,1D,0,positive,1D-F,4,0.75,1.1735625,1.2255,1.0030625,0,8.625,13.5,3.75
445,297,0,relative,1D,0,positive,1D-F,5,0.65625,1.0585,0.7725,1.0030625,8,8.625,13.5,3.75
446,297,0,relative,1D,0,positive,1D-F,6,0.8125,1.2221875,1.28,1.0030625,7,8.625,13.5,3.75
447,297,0,relative,1D,0,positive,1D-F,7,0.875,0.9594375,0.7425,1.0030625,0,8.625,13.5,3.75
