,x1,x2,resp
0,0.959090351231,0.473566597279,0.0
1,0.0,0.732738341123,1.0
2,0.418931606527,0.236182331333,1.0
3,0.711660247397,0.628139538637,0.0
4,0.59324259596,0.0,0.0
5,0.407480975464,0.837159866422,1.0
6,0.637520585323,0.594890911134,0.0
7,1.0,0.891614785094,0.0
8,0.192176221848,0.0,1.0
9,1.0,0.917391717453,0.0
10,0.237423732129,0.506461998127,1.0
11,0.139259098321,1.0,1.0
12,0.207708913008,0.258928826409,1.0
13,0.176254662374,0.514189623095,1.0
14,0.633499754341,0.061955114456,0.0
15,0.293341340534,0.751447749267,1.0
