,x1,x2,resp
0,0.764826018118,1.0,1.0
1,0.462270496381,1.0,1.0
2,0.160724144685,1.0,1.0
3,0.467142335232,0.717326991789,1.0
4,0.477642095884,0.0,0.0
5,0.714111515012,0.158953795259,0.0
6,0.698092951382,0.392290421933,0.0
7,0.0738570164726,0.653341638911,1.0
8,0.110967073115,0.359708035069,0.0
9,0.566631001588,0.463130823043,0.0
10,0.804943970285,0.487049372578,0.0
11,0.672461217743,0.592371126487,1.0
12,0.895817285781,0.609554413348,1.0
13,1.0,0.514471053669,1.0
14,1.0,0.350029356924,0.0
15,0.126184301717,0.480886613369,0.0
