,x1,x2,resp
0,0.357439811056,0.0538824436394,0.0
1,0.442161090998,0.0835572872388,0.0
2,0.486509028001,0.201730770068,0.0
3,0.514105331572,0.246515618879,1.0
4,0.493813865027,0.711794186247,0.0
5,0.517474566915,0.843951230772,1.0
6,0.454174158224,0.582269244165,0.0
7,0.496528934769,0.214577941239,0.0
8,0.513221870226,0.591168393549,1.0
9,0.517297505094,0.0,1.0
10,0.428995315583,0.624772702947,0.0
11,0.40669729431,1.0,0.0
12,0.580369714549,0.772952588862,1.0
13,0.708151369227,0.53213329964,1.0
14,0.527029508589,0.992621554081,1.0
15,0.469651734672,0.891278693357,0.0
