,x1,x2,resp
0,0.469167445149,0.506130979483,1.0
1,1.0,0.0,0.0
2,0.0,0.0,1.0
3,1.0,1.0,0.0
4,0.0,1.0,1.0
5,0.717626619283,0.763394562443,0.0
6,0.299680151625,0.487248660242,1.0
7,0.619982233989,0.544993723417,0.0
8,0.326795859467,0.533973790642,1.0
9,0.470175879565,0.448014880033,1.0
10,0.657353785133,0.184806332131,0.0
11,0.119043965561,0.420027366938,1.0
12,0.244500629909,0.706609956995,1.0
13,0.85630357223,0.596782059757,0.0
14,0.0584711740669,0.292132854455,1.0
15,0.408039327595,0.744705390728,1.0
