,x1,x2,resp
0,0.239822843713,0.572281875903,0.0
1,1.0,0.386302460043,1.0
2,1.0,0.538123228317,0.0
3,0.871983750509,0.478398360701,1.0
4,0.0,0.0,1.0
5,0.210468318431,0.268084637248,1.0
6,0.505786695387,0.295372722583,1.0
7,0.76091275451,0.64823821467,0.0
8,0.095355587329,0.517366724874,0.0
9,0.123333222616,0.359552980968,1.0
10,0.091392431323,0.459388052947,1.0
11,0.512096216442,0.276922144928,1.0
12,0.815430137536,0.527349026725,0.0
13,0.123616180012,0.767446509096,0.0
14,0.148475213572,0.383403174713,1.0
15,0.216805743492,1.0,0.0
