,x1,x2,resp
0,0.622471045163,0.435123382829,1.0
1,0.0,0.826074504181,0.0
2,0.902537997283,0.0,0.0
3,0.136183495835,0.148612349211,0.0
4,1.0,0.640973871698,1.0
5,0.855793909558,0.251357106345,1.0
6,0.0,0.0,0.0
7,0.84128347972,0.741205849059,1.0
8,0.275363311173,0.180244737718,0.0
9,0.887356818174,0.95019431936,1.0
10,0.211549049516,0.216601425594,0.0
11,0.57407644747,0.832411822224,1.0
12,0.249999147091,0.502823897074,0.0
13,0.692945903167,0.508546603913,1.0
14,1.0,0.146847011854,1.0
15,0.778884973218,0.200829648887,0.0
