,x1,x2,resp
0,1.0,1.0,0.0
1,0.0,1.0,1.0
2,0.295568233585,0.723522852006,0.0
3,0.138250309113,0.728527044797,1.0
4,0.584993889981,0.258925501821,1.0
5,0.730919943447,0.338937826,0.0
6,0.602706142765,0.258634324218,1.0
7,0.308602542925,0.60174582105,1.0
8,0.651469306671,0.400237921756,0.0
9,0.308519430646,0.89450122229,0.0
10,0.754780467406,0.208185108333,1.0
11,1.0,0.304753225006,0.0
12,0.497293145461,0.64900197909,0.0
13,0.386766541549,0.428526884009,1.0
14,0.613141808224,0.701199361689,0.0
15,0.70430914169,0.721724633036,0.0
