,x1,x2,resp
0,0.976189802153,0.0,0.0
1,1.0,1.0,1.0
2,0.192781288003,0.777637798625,1.0
3,0.724180918208,0.472324651413,0.0
4,0.461065250781,0.492777229891,0.0
5,0.594775187361,0.5319255447,1.0
6,0.761940954026,0.499768576625,0.0
7,0.529750021741,0.496467363423,0.0
8,0.820039626572,0.494894517941,0.0
9,1.0,0.543745142688,1.0
10,1.0,0.496498677014,0.0
11,0.141289089754,0.501455935138,1.0
12,0.961479873269,0.496485523856,0.0
13,0.429189641038,0.505028207976,1.0
14,0.648687471912,0.47955489622,0.0
15,0.917463859353,0.468293094142,0.0
