,x1,x2,resp
0,1.0,0.71372692424,1.0
1,0.620092189897,0.702356300409,1.0
2,0.402657362246,0.637496919537,1.0
3,0.221525004459,0.582710127922,0.0
4,0.461713054937,0.67176802345,1.0
5,0.454343866375,0.588417076164,1.0
6,0.0,0.629045317428,0.0
7,0.323700560058,0.622288927641,0.0
8,0.678382665918,0.651289594209,1.0
9,0.0,0.639309480486,0.0
10,0.402279118555,0.659900751437,1.0
11,0.613853120964,0.678672995232,1.0
12,0.210327912924,0.625331584335,0.0
13,0.786470667302,0.68289451456,1.0
14,0.0567259431495,0.713314804739,0.0
15,0.105985945551,0.940325227297,1.0
