,x1,x2,resp
0,0.0710783872372,0.617414237426,0.0
1,0.353466395708,0.28165912103,1.0
2,0.23281043514,0.419880798333,1.0
3,0.798792481773,0.39149672585,1.0
4,0.897876871977,1.0,0.0
5,0.20114280333,0.752337766468,0.0
6,0.65147406389,0.543413816126,0.0
7,0.405360027549,0.525773497269,0.0
8,1.0,0.377214047572,1.0
9,0.926601597903,0.45930588971,1.0
10,0.202354206338,0.481092449509,1.0
11,0.94238034822,0.639063962344,0.0
12,0.802331493531,0.526853516384,0.0
13,0.0599317407402,0.621432333865,0.0
14,0.618604937006,0.551656894584,0.0
15,0.165529811105,0.452339365591,1.0
