,x1,x2,resp
0,0.152910145412,0.368701839768,1.0
1,0.87205251609,0.0239363964799,0.0
2,0.502070352503,0.417228165321,0.0
3,0.534815111221,0.124233712811,0.0
4,0.893589928694,0.877939775363,0.0
5,0.570628417812,0.0100751115183,0.0
6,0.230131034923,0.240552950685,1.0
7,0.84553925318,0.339335319932,0.0
8,0.245201677237,0.839987059849,1.0
9,0.712620809262,0.432200541325,0.0
10,0.203287111107,0.906903450964,1.0
11,0.341433550773,0.89881033279,1.0
12,0.833922944904,0.446036567948,0.0
13,0.411640047073,0.0461380547844,0.0
14,0.321979118495,0.285857395403,0.0
15,0.0,0.0,1.0
