,x1,x2,resp
0,0.118773951223,0.149270444074,1.0
1,0.786055770669,0.354679909615,0.0
2,0.122518266519,0.00879640717363,1.0
3,0.0,1.0,1.0
4,0.624056556905,1.0,0.0
5,0.752598673729,0.55060454914,0.0
6,0.482924153577,0.263233844516,1.0
7,0.359513473193,1.0,1.0
8,0.696664577655,0.868876575835,0.0
9,0.583000451679,0.607414706825,0.0
10,0.646172373164,0.162587029021,0.0
11,0.062328307702,0.558206685831,1.0
12,0.609788098054,0.956926622748,0.0
13,0.0367821566993,0.599113734727,1.0
14,0.386047429238,0.595271675284,1.0
15,0.580128703947,1.0,0.0
