,x1,x2,resp
0,0.545110018212,0.502510208791,0.0
1,0.640490211943,0.473469001684,1.0
2,1.0,0.483140235969,1.0
3,1.0,0.510900220916,0.0
4,0.319806257123,0.500518654762,0.0
5,0.271639545975,0.473792819173,1.0
6,0.35362348237,0.476977498363,1.0
7,0.264096616114,0.491982986035,1.0
8,0.216130961405,0.504493552049,0.0
9,0.186365481716,0.496910344661,1.0
10,0.21413798192,0.527198852589,0.0
11,0.835442838816,0.510889677387,0.0
12,1.0,0.479032485669,1.0
13,1.0,0.512391380562,0.0
14,1.0,0.502843214803,0.0
15,1.0,0.489082893705,1.0
