,x1,x2,resp
0,0.985261267452,0.340186945224,0.0
1,0.1128249452,0.400012130414,1.0
2,1.0,0.338076497769,0.0
3,0.160656491792,0.130891281749,1.0
4,0.324060427977,1.0,0.0
5,0.0626061506638,0.312962550021,1.0
6,0.0,1.0,1.0
7,0.531553852108,0.0,1.0
8,0.895233184576,0.848040287706,0.0
9,0.207904608366,0.792384283502,0.0
10,0.771097150013,0.196435853655,1.0
11,0.872507144669,0.539408461774,0.0
12,0.350161974645,0.84637129689,0.0
13,0.762019874721,0.0,1.0
14,0.75967778597,1.0,0.0
15,0.0,0.926721525078,1.0
