,x1,x2,resp
0,0.769150187877,0.850334470703,1.0
1,0.470300825818,0.162982094428,0.0
2,0.165777005603,0.912560873349,1.0
3,0.757481447849,0.231475530222,0.0
4,0.462661372365,0.299224749605,0.0
5,0.335505167104,0.682326285201,1.0
6,0.596176698967,0.0,0.0
7,0.357088488213,0.36114664215,1.0
8,0.440460146041,0.336112625331,0.0
9,0.848682389592,0.165226897204,0.0
10,1.0,0.186731315763,0.0
11,0.0,0.903155286183,1.0
12,0.509896187709,0.697858744038,1.0
13,0.890696735378,0.705088241154,0.0
14,0.327008285518,0.32902465788,1.0
15,0.500603210266,0.326257867831,0.0
