,x1,x2,resp
0,0.570354508376,0.743517933126,0.0
1,0.471651457706,0.351944013434,1.0
2,0.808596756087,0.165621526347,0.0
3,0.727716927869,0.0,0.0
4,0.617450756385,0.635052758305,0.0
5,0.380657838796,0.133997836949,1.0
6,0.450546523891,0.934753821381,1.0
7,0.563457753076,0.651084081654,0.0
8,0.458612878499,0.398248014305,1.0
9,0.410876586765,0.527208493766,1.0
10,0.549953587762,0.194871125251,0.0
11,0.507598441999,0.748055091161,0.0
12,0.396635905492,0.641746375998,1.0
13,0.687196051844,0.855046892689,0.0
14,0.536848400908,0.790994142878,0.0
15,0.377207373925,0.364973761612,1.0
