,x1,x2,resp
0,0.650706770192,0.421536332212,1.0
1,0.867775432695,0.37684570699,1.0
2,0.45187703767,0.574238546754,0.0
3,0.626183030829,1.0,0.0
4,0.320635636192,1.0,0.0
5,0.670702025126,0.268814177081,1.0
6,0.893981111522,0.319618077986,1.0
7,0.435001412804,0.523612498427,0.0
8,0.330602067287,0.527910298227,0.0
9,0.205512560458,0.548046717234,0.0
10,0.103494246888,0.680157760209,0.0
11,0.0174750325621,0.418723666769,0.0
12,0.305047617309,0.637043225531,0.0
13,0.486687525249,0.776819383756,0.0
14,0.128738126212,0.171108668031,0.0
15,0.15675003037,0.550631507548,0.0
