"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.204745669858985,0.68184803534108,-0.30028050129464,0.763963205075044
"x1",-0.610147926103775,1.16375037115883,-0.524294506128669,0.600073717458224
