"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",6.0942349879777,1.88405856006497,3.23463140538876,0.00121799858652173
"x1",-7.48448266530071,2.33268107326563,-3.20853234120978,0.001334143034586
"x2",-5.56331020741538,1.96992518828426,-2.82412258115286,0.0047410248750179
