"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",8.4978056430639,2.77941614965192,3.05740673059273,0.00223261109009264
"x2",-16.205356223626,5.33350931232443,-3.03840403656545,0.00237834840583026
