"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",18.4209175192928,8.72743958729024,2.11068977734537,0.034798985237047
"x1",-35.0152202227546,15.6495695964301,-2.23745579755382,0.0252565652186192
"x2",-0.624939010909744,2.00619852126792,-0.31150407314366,0.755417446898379
