"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-16.2058462308461,8.98825115344463,-1.80300327106853,0.0713877009598759
"x1",33.4428344886878,17.7331307849393,1.88589566581727,0.0593090157017282
"x2",-0.48182909327179,1.75787950944355,-0.274096768682577,0.784010256999542
