"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",5.30900842739395,3.88454827315863,1.36669904814365,0.171719656347416
"x1",-12.8545627909168,6.49553763186567,-1.97898365300128,0.0478178467850642
"x2",1.2673961109174,1.98830575876137,0.637425157238862,0.523847945992651
