"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",2.09781600006586,1.04151679506547,2.01419315560244,0.0439892580105491
"x1",-2.25828502386052,1.36710320785062,-1.65187603312776,0.0985598247773397
"x2",-1.68482965368381,1.3355706519731,-1.26150544802308,0.207126798373195
