"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",5.87233779901553,2.35139463353476,2.49738504769311,0.0125113021854472
"x1",-4.03797325052742,2.33562030046521,-1.7288654537397,0.0838331782318055
"x2",-6.16320381662214,2.55631820516329,-2.41096894908217,0.0159102029162585
