"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",4.31234554340761,1.39537929350837,3.09044685088109,0.00199855569609534
"x1",-7.01885466703412,2.30991534603923,-3.03857657773876,0.00237698684341092
