"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",2.45027328322371,1.25791796322064,1.94788003261381,0.0514293195170669
"x1",-1.76923099941796,1.54601489760258,-1.14438159823785,0.252465416333364
"x2",-0.840642840593874,1.2728146159742,-0.660459763773575,0.50895883100663
