"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.30193320996967,0.704574119235111,-0.428532927518612,0.668263165920336
"x1",-0.145587577170523,1.15385727546364,-0.12617468405009,0.899593650391919
