"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.21861399950797,1.06909530370589,-1.13985534805344,0.254346570349173
"x1",4.39078426439037,1.65280601888546,2.65656357383742,0.00789415650361807
"x2",-2.95283345164099,1.6318714654495,-1.80947673524497,0.0703769712955378
