"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.593274324164245,0.870959930594306,-0.681172925784795,0.495762077206014
"x1",1.97559763400887,1.26020123634125,1.56768425314724,0.116954838405409
"x2",-0.345183736738199,1.18408435136894,-0.291519549548246,0.770653994464757
