"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.883709415066887,1.63484917431094,0.540544919343617,0.588821291736741
"x1",14.0631486062274,4.65484861002687,3.02118281052887,0.00251789291321089
"x2",-13.9654346497094,4.87705487024557,-2.86349754539591,0.00418992060413657
