"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-5.04936760360772,3.80139928664512,-1.32829182699826,0.184081718692229
"x1",1.18170926489511,3.39151792902261,0.348430788108989,0.727516683853748
"x2",7.30751715555122,4.24963077379988,1.71956519154653,0.0855115079957753
