"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.487800453555431,0.712525612117442,-0.684607606042138,0.493591566116381
"x1",0.472439252631204,1.22535267133762,0.385553697055624,0.699827230965262
