"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",5.87867661828515,2.64776266635977,2.22024303498747,0.0264022744784994
"x1",1.79171883074591,2.32499440419409,0.770633609919149,0.440924133623032
"x2",-16.1440085856768,5.58500705366572,-2.8905977074963,0.00384509982926458
