"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.48424381549009,0.894049590574657,-2.77864208169182,0.0054586635050683
"x1",4.99120303683389,1.63474932023562,3.05319168819994,0.00226421254357892
