"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",5.31268130743379,2.7915312378005,1.90314234549628,0.0570219737750959
"x1",-0.210060190412648,2.57857310822542,-0.081463732690989,0.935073166104287
"x2",-13.9570943667264,6.34270631172231,-2.20049513264259,0.0277717848966911
