"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.401158330910163,0.89682242914615,-0.447310769526693,0.654650692190272
"x1",-0.412121545799692,1.22166200979952,-0.337344979621102,0.735856855973695
"x2",2.68117686593564,1.28481635059988,2.08681720518563,0.0369046612784335
