"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.93720738609028,1.39046241876148,-2.11239609676508,0.0346524895155742
"x1",-2.82220092135823,1.75050412893598,-1.61222180211232,0.106913682601541
"x2",8.17962699230527,2.46227591498764,3.3219782326248,0.000893816664443466
