"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",6.58174493794498,2.11492831995222,3.11204161193212,0.00185798307748859
"x2",-10.0306883302272,3.17842596068807,-3.15586660010031,0.00160022029571217
