"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",10.4730618072578,5.15250269478449,2.0326164638126,0.0420912868475931
"x1",-0.349199643489322,2.78039786623889,-0.125593407954126,0.900053781326401
"x2",-18.5061392105342,8.40324237612283,-2.20226174400467,0.0276468248400915
