"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",3.27254748268531,1.23959022239622,2.64002363326102,0.00829002459839748
"x1",-4.27918418485582,1.61723276859116,-2.64599151585557,0.00814518593172966
"x2",-0.0725793708690079,1.16341890652713,-0.0623845550917352,0.95025659425278
