"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.257521775845646,0.619801009909434,-0.41549105556197,0.677782461602389
"x1",-0.512186361920293,1.02949013845864,-0.497514587839705,0.618826218389756
