"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.11940255434088,2.03465163415034,-1.53313840167215,0.125241757610564
"x1",-3.0470399633209,2.49691653320835,-1.22032111317941,0.222343169126665
"x2",3.99419385968618,2.74895378265417,1.45298690901587,0.146227388744195
