"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.31254305211512,2.53855309165901,-0.910968953028204,0.362311732431081
"x1",7.50257740797783,3.71147296261901,2.02145549315375,0.0432326351488293
"x2",-5.13862002981363,2.56981774837515,-1.99960484865617,0.0455429499664291
