"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.99806223300507,0.67304423650155,1.48290733190577,0.138099033182687
"x2",-2.03296597711665,1.14569344492621,-1.77444148443007,0.0759901530587137
