"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.97292379671264,1.01907969514836,-2.91726330223842,0.00353117546412682
"x1",5.53370819134364,1.7322066471229,3.19460048287821,0.00140024531008039
