"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.12903614522795,0.688102618884888,-1.64079617522401,0.100839732498616
"x2",1.97633761337219,1.13136484221569,1.74686143640604,0.0806613765583285
