"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.20857813039603,0.618985714254867,-0.336967599724196,0.736141324842811
"x2",-0.0835004553029006,1.00532107536972,-0.0830584947920165,0.933805028122121
