"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-4.79991698084328,2.9490563396511,-1.62761115015224,0.103607363345144
"x1",6.41119513843661,3.64936587757126,1.75679703091415,0.0789524113618575
"x2",2.15805612188363,2.54069334294362,0.849396534956607,0.395660680611178
