"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-8.68948742411773,2.72999990194046,-3.18296254074637,0.00145776472461229
"x1",9.4661519449067,3.11429894725607,3.03957715852779,0.00236910508691084
"x2",9.25468098717621,3.0386614148245,3.04564402668427,0.00232182545922187
