"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-5.35906586468415,1.71333343585846,-3.12785926692607,0.00176084472036113
"x2",9.57126731813238,2.92522845580369,3.27197258701038,0.00106799930844556
