"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-5.24017524676287,2.79977273883495,-1.8716430709099,0.0612560004213828
"x1",6.75621250274125,3.56164387173476,1.89693656807145,0.0578363104181491
"x2",6.17228708694161,3.29824666537291,1.87138431814158,0.0612918309377674
