"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.30879601189396,1.73758165226586,-1.90425353972815,0.0568771718963652
"x1",10.8765247637915,3.67327254273732,2.96099040766692,0.00306651489642258
"x2",-7.66289788997413,2.75771954061308,-2.77870819607368,0.00545755270872408
