"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",6.63750832074748,2.84072014521735,2.33655833078891,0.01946216125949
"x1",-13.1405701429228,6.41706406547826,-2.04775423914105,0.0405840862761126
"x2",-1.68471703313071,1.87456768746578,-0.898722966578111,0.368800240714774
