"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",6.16209010179147,3.28519978283574,1.87571244037781,0.0606947767326259
"x1",-15.5001676851933,6.74397932057639,-2.2983711764805,0.0215406725621661
"x2",0.462926967789917,1.91576912445616,0.241640269633916,0.809058915905174
