"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-5.78199668455355,2.38396755986288,-2.42536718280098,0.0152929104400964
"x1",5.06647179101004,2.84497366381095,1.78085015529575,0.0749369332995622
"x2",9.16217263447884,3.34399513071846,2.73988815064762,0.00614600958861167
