"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",1.10295865496524,0.680042617653054,1.62189637286519,0.104825538315279
"x1",-1.41399454908589,1.09283164774353,-1.29388140616672,0.195706388012752
