"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",12.2313698620622,5.65693114167664,2.16219175304244,0.0306033989595538
"x1",-32.9320169043551,15.0895904284902,-2.18243278771683,0.0290776066936571
