"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",22.1643837622048,10.4391487903584,2.12319837635381,0.0337372319775138
"x1",-37.6562875453906,17.5912357163388,-2.14062776217678,0.0323040681418017
"x2",0.0706438200346901,1.96464652366395,0.035957521713852,0.971316229794677
