"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",5.84822036366786,3.01923280419617,1.93698887861179,0.0527467028502235
"x1",-1.33731942080758,2.04010206163853,-0.655515940086592,0.512135626940001
"x2",-11.5623723403325,5.2591599948214,-2.1985207431829,0.0279120180168035
