"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.27422126314211,0.66182139351083,0.414343304448683,0.678622703834549
"x2",1.3944149727633,1.17731587595081,1.18440174064344,0.236254071513386
