"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",1.46228483418303,0.760001742143712,1.92405458184663,0.054347742224722
"x2",-4.33936237638569,1.51480437458102,-2.86463549300609,0.00417489505392239
