"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-8.43923118729548,3.30739700092538,-2.55162328106794,0.0107222383312326
"x1",5.08115438634219,3.31370416953311,1.53337598240042,0.125183242950848
"x2",9.63722721463935,3.82843315670713,2.51727712621955,0.0118265766463813
